-9784, 256, 13568
-9408, 88, 13072
-9968, -480, 14336
-11168, 328, 11816
-11640, -1024, 12984
-11512, -8, 11136
-12672, -480, 11440
-13200, -576, 10304
-13504, -416, 10216
-13392, -744, 9536
-14256, 312, 8480
-14720, -328, 7184
-15136, -24, 6920
-15232, -1176, 6208
-15424, -232, 6080
-15920, -880, 5064
-15752, 64, 4448
-16000, -816, 2752
-15944, 128, 3584
-16528, -1112, 1888
-16568, 64, 952
-16984, -576, -872
-16800, 440, -288
-16864, -944, -1624
-16392, -464, -704
-16560, -592, -3624
-15856, -288, -2648
-16392, -824, -4632
-15480, -96, -3896
-15776, -864, -5376
-15056, 112, -5608
-14312, 288, -5712
-14424, -168, -6800
-14176, -1488, -8520
-13280, -128, -7128
-13640, -1256, -10048
-13072, -152, -10056
-12376, -712, -10744
-12024, -912, -10776
-11080, -600, -11648
-10448, -160, -11512
-10440, -632, -13320
-9568, -656, -12152
-8600, -312, -13840
-7672, -528, -13256
-7440, -320, -14216
-6688, -824, -14200
-5968, -64, -15488
-5168, -632, -13976
-4448, -344, -16016
-3416, -584, -14312
-2736, -472, -15992
-2064, -584, -14552
-1600, -744, -16400
-328, -768, -15336
-64, -344, -16640
1016, 224, -15496
1112, -704, -17072
2176, -640, -15448
3280, -328, -15264
3984, -112, -15768
4520, -488, -15392
5376, -296, -14776
5880, -488, -15488
6736, -520, -13544
7656, -392, -14192
8488, -272, -13808
8776, -760, -13600
9552, -448, -12648
9944, -280, -13200
11216, 8, -11440
11264, -352, -11480
11680, -144, -11256
12616, -88, -10184
12896, -280, -10368
12904, -312, -10208
13584, -224, -8656
14096, -96, -8664
14408, -112, -6920
14944, 248, -6752
15216, 176, -5904
15784, -424, -4720
15488, -480, -4632
15880, -760, -3896
15896, -968, -1928
16352, -112, -2224
16160, 312, -752
16128, -128, -192
16240, 192, 280
16384, 40, 1152
16368, -1320, 3264
15880, -1296, 3392
16160, -1288, 5016
15952, -1272, 4480
16224, -176, 5968
15816, -144, 5088
15024, -1064, 6888
15112, 16, 7400
14648, 88, 7624
14008, 288, 8512
14160, -240, 9312
13336, 144, 9320
12720, 160, 10600
12480, -296, 11168
10144, -5848, 11192
11272, -888, 11816
10816, 696, 12016
10712, -296, 13352
9880, 224, 13680
8736, -296, 13944
8632, -752, 14272
7784, 16, 15400
6408, -160, 15408
6560, -192, 15744
6432, 112, 16048
4664, -864, 16664
4432, 16, 16752
3712, -296, 16168
3112, -216, 16120
2712, -248, 17304
1920, -552, 16664
1584, 152, 16896
1392, -216, 16568
792, 112, 16528
448, -664, 16648
312, -152, 16864
-32, -472, 17024
-128, -152, 16640
-256, -384, 16808
-368, -224, 17120
-408, -160, 16520
-2600, 4728, 14256
1016, -13232, 13552
1728, -2336, 12872
1896, -15488, 7088
-72, -16264, 1264
0, -16840, 720
-8, -16688, 480
128, -16496, 576
432, -16792, 432
568, -16288, 704
664, -17224, 496
936, -16240, 304
1456, -17000, 320
1792, -16424, 528
1744, -17200, 512
2640, -16488, 832
3248, -16128, 504
4232, -14744, 920
3880, -16224, 688
5096, -15704, 224
5848, -15992, 472
5960, -15056, 600
6400, -15816, 528
7864, -15280, 704
8024, -14736, 1280
